RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
73,Guinea-Bissau,Africa,ECOWAS,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/guinea-bissau/,No,https://www.unicef.org/guinea-bissau/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/guinea-bissau/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=GW; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration with ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,73,,,,,,
98,Liberia,Africa,ECOWAS,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/liberia/,No,https://www.unicef.org/liberia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Article 14.74),https://www.humandignitytrust.org/country-profile/liberia/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=LR; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM ID registration),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,98,,,,,,
107,Mali,Africa,ECOWAS,In force (Law No. 2013-015 on Personal Data Protection),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate (Malian DPA established),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/mali/,No,https://www.unicef.org/mali/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code provisions),https://www.humandignitytrust.org/country-profile/mali/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=ML; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration mandatory),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,107,,,,,,
126,Niger,Africa,ECOWAS,Draft — no comprehensive law,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/niger/,No,https://www.unicef.org/niger/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Art. 282),https://www.humandignitytrust.org/country-profile/niger/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=NE; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — biometric SIM registration mandatory,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,126,,,,,,
127,Nigeria,Africa,ECOWAS,In force — Nigeria Data Protection Act (2023),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — NDPB (2022) under Ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/nigeria/,No,https://www.unicef.org/nigeria/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — Same-Sex Marriage (Prohibition) Act (2014),https://www.humandignitytrust.org/country-profile/nigeria/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Draft/Early — National AI Strategy in development (2023),https://en.unesco.org/artificial-intelligence/observatory/policies?country=NG; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM-NIN biometric linkage mandatory,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,127,,,,,,
153,Senegal,Africa,ECOWAS,"In force — Law 2008-12 on Personal Data Protection (2008), enforced by CDP","UNCTAD Data Protection Tracker, accessed 2026-01-25",Moderate — CDP,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/senegal/,Partial,https://www.unicef.org/senegal/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — Penal Code Art. 319,https://www.humandignitytrust.org/country-profile/senegal/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Draft/Early — AI included in Digital Senegal Strategy 2025,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SN; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,153,,,,,,
156,Sierra Leone,Africa,ECOWAS,In force — Data Protection Act 2023,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — Data Protection Commission (new),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial — provisions under Child Rights Act,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/sierra-leone/,No,https://www.unicef.org/sierra-leone/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — colonial-era sodomy laws remain,https://www.humandignitytrust.org/country-profile/sierra-leone/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SL; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,156,,,,,,
176,Togo,Africa,ECOWAS,In force — Law No. 2019-014 on Personal Data Protection,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — Autorité de Protection des Données Personnelles (APDP),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/togo/,No,https://www.unicef.org/togo/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Criminalised — Penal Code 1980, Sec. 88",https://www.humandignitytrust.org/country-profile/togo/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=TG; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIMs linked to ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,176,,,,,,
50,Djibouti,Africa,IGAD,"Draft (Law on Protection of Personal Data, not yet adopted)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no functioning authority),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/djibouti/,No,https://www.unicef.org/djibouti/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/djibouti/; https://ilga.org/ilga-world-maps/,Yes (morality/public decency restrictions),https://ilga.org/ilga-world-maps/,None (no AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=DJ; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory biometric SIM registration),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,50,,,,,,
57,Eritrea,Africa,IGAD,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/eritrea/,No,https://www.unicef.org/eritrea/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/eritrea/; https://ilga.org/ilga-world-maps/,Yes (morality/public decency laws),https://ilga.org/ilga-world-maps/,None (no AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=ER; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIMs linked to national ID; biometric registration reported),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,57,,,,,,
60,Ethiopia,Africa,IGAD,Draft (bill circulated; not yet law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,None (draft proposes authority),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general protections; no COP law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/ethiopia/,No,https://www.unicef.org/ethiopia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/ethiopia/; https://ilga.org/ilga-world-maps/,Yes (morality laws),https://ilga.org/ilga-world-maps/,"Adopted (National AI Strategy, 2020)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=ET; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration mandatory),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,60,,,,,,
161,Somalia,Africa,IGAD,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/somalia/,No,https://www.unicef.org/somalia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — harsh penalties,https://www.humandignitytrust.org/country-profile/somalia/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SO; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — mandatory SIM registration,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,161,,,,,,
163,South Sudan,Africa,IGAD,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/south-sudan/,No,https://www.unicef.org/south-sudan/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/south-sudan/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SS; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,163,,,,,,
167,Sudan,Africa,IGAD,Draft only,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/sudan/,No,https://www.unicef.org/sudan/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — harsh penalties under Penal Code,https://www.humandignitytrust.org/country-profile/sudan/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SD; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — biometric SIM registration required,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,167,,,,,,
6,Angola,Africa,SADC,In force (Lei 22/11 – Protecção de Dados Pessoais; APD operational),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/angola/,Partial,https://www.unicef.org/angola/,Partial/Unclear,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; anti-discrimination),https://www.humandignitytrust.org/country-profile/angola/; https://ilga.org/ilga-world-maps/,"No/Annulled. No propaganda laws, no morality policing identified.",https://ilga.org/ilga-world-maps/,Draft/Early (White Paper LBTIC 2023–2027 approved Dec 2024; ENIA foreseen),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AO; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No biometric at SIM; ID-only,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,6,,,,,1.0,
